           k            Ek                       w                       |<f||O||0>|^2
         101   918.59804746210216        920.82262731575190        8.7121292930093190E-018
         102   945.44920106108475        947.67378091473449        2.0111396336780787E-018
         103   972.81761959772200        975.04219945137174        4.2950233247717219E-019
         104   1000.7133587462333        1002.9379385998831        8.4509277345362115E-020
         105   1029.1469728638833        1031.3715527175329        1.5239162724951913E-020
         106   1058.1295493636430        1060.3541292172927        2.5079378247244347E-021
         107   1087.6727463656769        1089.8973262193265        3.7337805987788339E-022
         108   1117.7888339792130        1120.0134138328626        5.0269160415627893E-023
         109   1148.4907396431684        1150.7153194968180        5.9646447654722754E-024
         110   1179.7920980247525        1182.0166778784021        6.4686587006320398E-025
         111   1211.7073060537452        1213.9318859073949        5.5185269892839022E-026
         112   1244.2515837602964        1246.4761636139460        5.4948984034122776E-027
         113   1277.4410416904382        1279.6656215440878        1.3429580803698260E-028
         114   1311.2927557997079        1313.5173356533576        8.3480910364202041E-029
         115   1345.8248508760166        1348.0494307296663        1.5629220323631863E-029
         116   1381.0565937236063        1383.2811735772559        1.8758505962020689E-029
         117   1417.0084975577556        1419.2330774114052        1.4331138766770044E-029
         118   1453.7024393236570        1455.9270191773066        1.1340411589327130E-029
         119   1491.1617919739028        1493.3863718275525        8.9555784825613653E-030
         120   1529.4115741320670        1531.6361539857166        6.9333908186893227E-030
         121   1568.4786200535441        1570.7031999071937        5.3112678997470643E-030
         122   1608.3917733942444        1610.6163532478940        4.0025729469968287E-030
         123   1649.1821090447218        1651.4066888983714        2.9612876084276013E-030
         124   1690.8831882255101        1693.1077680791598        2.1402812198190686E-030
         125   1733.5313532257587        1735.7559330794084        1.5054011714696929E-030
         126   1777.1660696796691        1779.3906495333188        1.0198255019128793E-030
         127   1821.8303262194665        1824.0549060731162        6.5864751855587579E-031
         128   1867.5711038658162        1869.7956837194658        3.9764280964247217E-031
         129   1914.4399308201921        1916.6645106738417        2.1609218048863888E-031
         130   1962.4935426966899        1964.7181225503396        9.8753257796674024E-032
         131   2011.7946740850002        2014.0192539386499        3.1343128802522664E-032
         132   2062.4130152702364        2064.6375951238861        2.8315106295691924E-033
         133   2114.4263788327630        2116.6509586864127        3.5722934122375791E-033
         134   2167.9221360390211        2170.1467158926707        2.6215034072860436E-032
         135   2222.9990044438400        2225.2235842974897        6.4233275016774149E-032
         136   2279.7692991302692        2281.9938789839189        1.1277789846370396E-031
         137   2338.3618055912207        2340.5863854448703        1.6777678554427933E-031
         138   2398.9255007358474        2401.1500805894971        2.2591538792130176E-031
         139   2461.6344539424135        2463.8590337960632        2.8489172441054703E-031
         140   2526.6944069866449        2528.9189868402946        3.4297892760248895E-031
         141   2594.3518043648710        2596.5763842185206        3.9800473572379194E-031
         142   2664.9065075542071        2667.1310874078567        4.4987783501292433E-031
         143   2738.7302434492576        2740.9548233029072        4.9609930183094871E-031
         144   2816.2943549599490        2818.5189348135987        5.3687385810844184E-031
         145   2898.2134171280250        2900.4379969816746        5.7273518455128587E-031
         146   2985.3176462741217        2987.5422261277713        6.0264596728256830E-031
         147   3078.7818691179746        3081.0064489716242        6.2559170515505139E-031
         148   3180.3778951308427        3182.6024749844923        6.4299978831160273E-031
         149   3293.0388300740115        3295.2634099276611        6.5328935142644501E-031
         150   3422.4116012585323        3424.6361811121819        6.5600403320557478E-031
         151   3583.1418047104171        3585.3663845640667        6.4922760503881830E-031
